Flat_Price,EMI_Starts,BHK,Location,Total_sq.ft,Price_per_sq.ft,EMI,Flat_Price_K
80.0 L,39.72 K,5,Baranagar,2520,3.17,39.72,8000
50.0 L,26.48 K,4,North Dum Dum,2000,2.5,26.48,5000
36.0 L,19.06 K,2,Garia,1400,2.57,19.06,3600
2.0 Cr,99.29 K,4,Metiabruz,1500,13.33,99.29,20000
1.2 Cr,59.58 K,3,Santoshpur,1300,9.23,59.58,12000
1.2 Cr,59.58 K,3,Santoshpur,2500,4.8,59.58,12000
85.0 L,42.20 K,3,Rajpur Sonarpur,1650,5.15,42.2,8500
1.05 Cr,52.13 K,3,Ultadanga,1920,5.47,52.13,10500
1.0 Cr,49.65 K,6,Garia,2800,3.57,49.65,10000
1.3 Cr,64.54 K,6,Garia,3600,3.61,64.54,13000
1.0 Cr,49.65 K,6,Garia,3000,3.33,49.65,10000
1.0 Cr,49.65 K,6,Garia,3600,2.78,49.65,10000
27.0 L,14.30 K,2,Kalyani,1000,2.7,14.3,2700
27.0 L,14.30 K,2,Kalighat,550,4.91,14.3,2700
85.0 L,42.20 K,6,"Baishnabghata Patuli Township,",3200,2.66,42.2,8500
91.0 L,45.18 K,10,Garia,3000,3.03,45.18,9100
55.0 L,29.13 K,4,Nimta,2600,2.12,29.13,5500
1.1 Cr,54.61 K,3,Kasba,1000,11,54.61,11000
1.8 Cr,89.36 K,4,Baithakkhana,2880,6.25,89.36,18000
85.0 L,42.20 K,6,"Baishnabghata Patuli Township,",3800,2.24,42.2,8500
40.0 L,21.18 K,3,Bhatpara,2880,1.39,21.18,4000
90.0 L,44.68 K,10,Baghajatin,2500,3.6,44.68,9000
2.8 Cr,1.39 Lacs,6,Kasba,3300,8.48,139,28000
96.0 L,47.66 K,10,Kamdahari,3600,2.67,47.66,9600
90.0 L,44.68 K,6,Garia,2000,4.5,44.68,9000
1.0 Cr,49.65 K,5,Bow Bazaar,2020,4.95,49.65,10000
65.0 L,34.42 K,3,Kalyani,1200,5.42,34.42,6500
45.0 L,23.83 K,6,Shyamnagar,2450,1.84,23.83,4500
60.0 L,31.77 K,3,North Dum Dum,700,8.57,31.77,6000
32.0 L,16.95 K,4,Naihati,1700,1.88,16.95,3200
1.5 Cr,74.47 K,5,Baghajatin,2000,7.5,74.47,15000
68.0 L,36.01 K,5,Rajpur Sonarpur,1600,4.25,36.01,6800
4.4 Cr,2.18 Lacs,4,Salt Lake City,4600,9.56,218,44000
27.0 L,14.30 K,2,Kalyani,1000,2.7,14.3,2700
27.0 L,14.30 K,2,Kalighat,550,4.91,14.3,2700
85.0 L,42.20 K,6,"Baishnabghata Patuli Township,",3200,2.66,42.2,8500
91.0 L,45.18 K,10,Garia,3000,3.03,45.18,9100
55.0 L,29.13 K,4,Nimta,2600,2.12,29.13,5500
1.1 Cr,54.61 K,3,Kasba,1000,11,54.61,11000
1.8 Cr,89.36 K,4,Baithakkhana,2880,6.25,89.36,18000
85.0 L,42.20 K,6,"Baishnabghata Patuli Township,",3800,2.24,42.2,8500
40.0 L,21.18 K,3,Bhatpara,2880,1.39,21.18,4000
90.0 L,44.68 K,10,Baghajatin,2500,3.6,44.68,9000
2.8 Cr,1.39 Lacs,6,Kasba,3300,8.48,139,28000
96.0 L,47.66 K,10,Kamdahari,3600,2.67,47.66,9600
90.0 L,44.68 K,6,Garia,2000,4.5,44.68,9000
1.0 Cr,49.65 K,5,Bow Bazaar,2020,4.95,49.65,10000
65.0 L,34.42 K,3,Kalyani,1200,5.42,34.42,6500
45.0 L,23.83 K,6,Shyamnagar,2450,1.84,23.83,4500
60.0 L,31.77 K,3,North Dum Dum,700,8.57,31.77,6000
32.0 L,16.95 K,4,Naihati,1700,1.88,16.95,3200
1.5 Cr,74.47 K,5,Baghajatin,2000,7.5,74.47,15000
1.1 Cr,54.61 K,6,North Dum Dum,3200,3.44,54.61,11000
45.0 L,23.83 K,5,Belghoria,1800,2.5,23.83,4500
30.0 L,15.89 K,3,Maheshtala,1440,2.08,15.89,3000
45.0 L,23.83 K,3,Hridaypur,1300,3.46,23.83,4500
2.0 Cr,99.29 K,3,East Kolkata Township,4000,5,99.29,20000
35.0 L,18.53 K,3,Shyamnagar,1092,3.21,18.53,3500
80.0 L,39.72 K,5,Santoshpur,2200,3.64,39.72,8000
4.5 Cr,2.23 Lacs,9,Salt Lake City,5500,8.18,223,45000
13.0 L,6.88 K,2,Amtala,1440,902/sq.ft,6.88,1300
35.0 L,18.53 K,4,Duttapukur,1800,1.94,18.53,3500
65.0 L,34.42 K,4,Garden Reach,2000,3.25,34.42,6500
1.3 Cr,64.54 K,4,Bansdroni,2500,5.2,64.54,13000
65.0 L,34.42 K,6,Mukundapur,1440,4.51,34.42,6500
45.0 L,23.83 K,3,Santoshpur,840,5.36,23.83,4500
45.0 L,23.83 K,2,Dum Dum Cantonment,780,5.77,23.83,4500
1.3 Cr,64.54 K,6,Garia,3500,3.71,64.54,13000
7.0 Cr,3.48 Lacs,10,New Alipore,2500,28,348,70000
80.0 L,39.72 K,4,Santoshpur,2200,3.64,39.72,8000
90.0 L,44.68 K,2,Dunlop,850,10.59,44.68,9000
20.0 L,10.59 K,2,Basirhat,1000,2,10.59,2000
1.1 Cr,54.61 K,6,North Dum Dum,3200,3.44,54.61,11000
45.0 L,23.83 K,5,Belghoria,1800,2.5,23.83,4500
30.0 L,15.89 K,3,Maheshtala,1440,2.08,15.89,3000
45.0 L,23.83 K,3,Hridaypur,1300,3.46,23.83,4500
2.0 Cr,99.29 K,3,East Kolkata Township,4000,5,99.29,20000
35.0 L,18.53 K,3,Shyamnagar,1092,3.21,18.53,3500
80.0 L,39.72 K,5,Santoshpur,2200,3.64,39.72,8000
4.5 Cr,2.23 Lacs,9,Salt Lake City,5500,8.18,223,45000
13.0 L,6.88 K,2,Amtala,1440,902/sq.ft,6.88,1300
35.0 L,18.53 K,4,Duttapukur,1800,1.94,18.53,3500
65.0 L,34.42 K,4,Garden Reach,2000,3.25,34.42,6500
1.3 Cr,64.54 K,4,Bansdroni,2500,5.2,64.54,13000
65.0 L,34.42 K,6,Mukundapur,1440,4.51,34.42,6500
45.0 L,23.83 K,3,Santoshpur,840,5.36,23.83,4500
45.0 L,23.83 K,2,Dum Dum Cantonment,780,5.77,23.83,4500
1.3 Cr,64.54 K,6,Garia,3500,3.71,64.54,13000
7.0 Cr,3.48 Lacs,10,New Alipore,2500,28,348,70000
80.0 L,39.72 K,4,Santoshpur,2200,3.64,39.72,8000
1.25 Cr,62.06 K,4,Kalighat,1850,6.76,62.06,12500
1.7 Cr,84.40 K,10,Joka,11500,1.48,84.4,17000
63.0 L,33.36 K,3,Sinthi,1440,4.38,33.36,6300
80.0 L,39.72 K,4,Rajpur Sonarpur,2100,3.81,39.72,8000
6.5 Cr,3.23 Lacs,5,New Alipore,7200,9.03,323,65000
1.0 Cr,49.65 K,10,Bansdroni,4000,2.5,49.65,10000
1.5 Cr,74.47 K,8,Behala,3000,5,74.47,15000
1.4 Cr,69.50 K,10,Paikpara,3000,4.67,69.5,14000
4.3 Cr,2.13 Lacs,10,Maniktala,11500,3.74,213,43000
40.0 L,21.18 K,3,Bhatpara,2160,1.85,21.18,4000
65.0 L,34.42 K,7,Madhyamgram,1500,4.33,34.42,6500
1.1 Cr,54.61 K,5,Dhakuria,1800,6.11,54.61,11000
35.0 L,18.53 K,4,Keshtopur,1100,3.18,18.53,3500
45.0 L,23.83 K,4,Keshtopur,1800,2.5,23.83,4500
85.0 L,42.20 K,8,Nimta,2900,2.93,42.2,8500
50.0 L,26.48 K,3,Khardah,1400,3.57,26.48,5000
80.0 L,39.72 K,4,Dunlop,800,10,39.72,8000
40.0 L,21.18 K,2,Sodepur,1800,2.22,21.18,4000
2.25 Cr,1.12 Lacs,9,Rajpur Sonarpur,3600,6.25,112,22500
24.0 L,12.71 K,2,Beniapukur,450,5.33,12.71,2400
91.0 L,45.18 K,10,Garia,3000,3.03,45.18,9100
45.0 L,23.83 K,6,Shyamnagar,2450,1.84,23.83,4500
1.25 Cr,62.06 K,4,Kalighat,1850,6.76,62.06,12500
1.7 Cr,84.40 K,10,Joka,11500,1.48,84.4,17000
63.0 L,33.36 K,3,Sinthi,1440,4.38,33.36,6300
80.0 L,39.72 K,4,Rajpur Sonarpur,2100,3.81,39.72,8000
6.5 Cr,3.23 Lacs,5,New Alipore,7200,9.03,323,65000
1.0 Cr,49.65 K,10,Bansdroni,4000,2.5,49.65,10000
1.5 Cr,74.47 K,8,Behala,3000,5,74.47,15000
1.4 Cr,69.50 K,10,Paikpara,3000,4.67,69.5,14000
4.3 Cr,2.13 Lacs,10,Maniktala,11500,3.74,213,43000
40.0 L,21.18 K,3,Bhatpara,2160,1.85,21.18,4000
65.0 L,34.42 K,7,Madhyamgram,1500,4.33,34.42,6500
1.1 Cr,54.61 K,5,Dhakuria,1800,6.11,54.61,11000
35.0 L,18.53 K,4,Keshtopur,1100,3.18,18.53,3500
45.0 L,23.83 K,4,Keshtopur,1800,2.5,23.83,4500
85.0 L,42.20 K,8,Nimta,2900,2.93,42.2,8500
50.0 L,26.48 K,3,Khardah,1400,3.57,26.48,5000
80.0 L,39.72 K,4,Dunlop,800,10,39.72,8000
40.0 L,21.18 K,2,Sodepur,1800,2.22,21.18,4000
2.25 Cr,1.12 Lacs,9,Rajpur Sonarpur,3600,6.25,112,22500
24.0 L,12.71 K,2,Beniapukur,450,5.33,12.71,2400
80.0 L,39.72 K,3,South Dum Dum,935,8.56,39.72,8000
12.0 L,6.35 K,2,Beliaghata,400,3,6.35,1200
58.0 L,30.71 K,4,Dunlop,780,7.43,30.71,5800
48.0 L,25.42 K,2,Ichapur,740,6.49,25.42,4800
80.0 L,39.72 K,3,Kaikhali,2160,3.7,39.72,8000
3.7 Cr,1.84 Lacs,9,Kalighat,4400,8.41,184,37000
1.25 Cr,62.06 K,4,Purba Barisha,1710,7.31,62.06,12500
1.4 Cr,69.50 K,10,Behala,2520,5.55,69.5,14000
1.2 Cr,59.58 K,5,Haltu,6350,1.89,59.58,12000
1.5 Cr,74.47 K,3,New Alipore,3240,4.63,74.47,15000
85.0 L,42.20 K,4,Sinthi,1500,5.67,42.2,8500
1.2 Cr,59.58 K,5,Barasat,2159,5.56,59.58,12000
52.0 L,27.54 K,5,Joka,1800,2.89,27.54,5200
65.0 L,34.42 K,3,Panihati,1840,3.53,34.42,6500
40.0 L,21.18 K,3,Ichapur,1600,2.5,21.18,4000
60.0 L,31.77 K,4,Rahara,1200,5,31.77,6000
65.0 L,34.42 K,5,Kasba,1600,4.06,34.42,6500
30.0 L,15.89 K,3,Maheshtala,1500,2,15.89,3000
75.0 L,39.72 K,6,Rajarhat,3000,2.5,39.72,7500
3.25 Cr,1.61 Lacs,4,New Alipore,7200,4.51,161,32500
30.0 L,15.89 K,3,Maheshtala,1440,2.08,15.89,3000
85.0 L,42.20 K,8,Nimta,2900,2.93,42.2,8500
80.0 L,39.72 K,3,South Dum Dum,935,8.56,39.72,8000
12.0 L,6.35 K,2,Beliaghata,400,3,6.35,1200
58.0 L,30.71 K,4,Dunlop,780,7.43,30.71,5800
48.0 L,25.42 K,2,Ichapur,740,6.49,25.42,4800
80.0 L,39.72 K,3,Kaikhali,2160,3.7,39.72,8000
3.7 Cr,1.84 Lacs,9,Kalighat,4400,8.41,184,37000
1.25 Cr,62.06 K,4,Purba Barisha,1710,7.31,62.06,12500
1.4 Cr,69.50 K,10,Behala,2520,5.55,69.5,14000
1.2 Cr,59.58 K,5,Haltu,6350,1.89,59.58,12000
1.5 Cr,74.47 K,3,New Alipore,3240,4.63,74.47,15000
85.0 L,42.20 K,4,Sinthi,1500,5.67,42.2,8500
1.2 Cr,59.58 K,5,Barasat,2159,5.56,59.58,12000
52.0 L,27.54 K,5,Joka,1800,2.89,27.54,5200
65.0 L,34.42 K,3,Panihati,1840,3.53,34.42,6500
40.0 L,21.18 K,3,Ichapur,1600,2.5,21.18,4000
60.0 L,31.77 K,4,Rahara,1200,5,31.77,6000
65.0 L,34.42 K,5,Kasba,1600,4.06,34.42,6500
30.0 L,15.89 K,3,Maheshtala,1500,2,15.89,3000
75.0 L,39.72 K,6,Rajarhat,3000,2.5,39.72,7500
3.25 Cr,1.61 Lacs,4,New Alipore,7200,4.51,161,32500
25.0 L,13.24 K,2,Dum Dum Cantonment,1050,2.38,13.24,2500
40.0 L,21.18 K,2,Mukundapur,850,4.71,21.18,4000
26.0 L,13.77 K,4,Maheshtala,4083,636/sq.ft,13.77,2600
90.0 L,44.68 K,3,Dum Dum,1500,6,44.68,9000
2.0 Cr,99.29 K,10,Baghajatin,1500,13.33,99.29,20000
1.0 Cr,49.65 K,6,Barasat,2000,5,49.65,10000
75.0 L,39.72 K,4,New Barrakpur,1350,5.55,39.72,7500
3.1 Cr,1.54 Lacs,8,Kalighat,6000,5.17,154,31000
3.0 Cr,1.49 Lacs,8,Beliaghata,5500,5.45,149,30000
2.4 Cr,1.19 Lacs,8,Bow Bazaar,3000,8,119,24000
60.0 L,31.77 K,2,Garulia,2000,3,31.77,6000
93.0 L,46.17 K,4,Tala,1440,6.46,46.17,9300
1.5 Cr,74.47 K,10,Garden Reach,3600,4.17,74.47,15000
14.0 L,7.41 K,1,Bagpota,450,3.11,7.41,1400
1.0 Cr,49.65 K,6,Barrackpore,2300,4.35,49.65,10000
38.0 L,20.12 K,5,Baguihati,960,3.96,20.12,3800
2.55 Cr,1.27 Lacs,5,Baguiati,3600,7.08,127,25500
1.2 Cr,59.58 K,6,Maniktala,1100,10.91,59.58,12000
65.0 L,34.42 K,7,Bhatpara,1000,6.5,34.42,6500
90.0 L,44.68 K,4,Dakshineswar,630,14.29,44.68,9000
65.0 L,34.42 K,3,Nimta,1220,5.33,34.42,6500
95.0 L,47.16 K,2.5,Garia,750,12.67,47.16,9500
3.3 Cr,1.64 Lacs,10,Shyambazar,3300,10,164,33000
1.5 Cr,74.47 K,7,Barasat,4888,3.07,74.47,15000
1.6 Cr,79.43 K,8,Machuabazar,4000,4,79.43,16000
34.0 L,18.00 K,4,Thakurpukur,1000,3.4,18,3400
48.0 L,25.42 K,3,Bhatpara,1800,2.67,25.42,4800
45.0 L,23.83 K,6,Sarsuna,2000,2.25,23.83,4500
55.56 L,29.42 K,3,Bhatpara,1000,5.55,29.42,5556
12.0 L,6.35 K,2,Entally,560,2.14,6.35,1200
42.0 L,22.24 K,4,Hridaypur,1250,3.36,22.24,4200
7.0 Cr,3.48 Lacs,8.5,Machuabazar,2520,27.78,348,70000
1.7 Cr,84.40 K,7,New Town,4000,4.25,84.4,17000
12.0 L,6.35 K,1,Taltala,200,6,6.35,1200
35.0 L,18.53 K,3,Kanchrapara Loco,995,3.52,18.53,3500
45.0 L,23.83 K,2,Alipore,750,6,23.83,4500
55.0 L,29.13 K,3,Tangra,3360,1.64,29.13,5500
3.0 Cr,1.49 Lacs,8,Beliaghata,5500,5.45,149,30000
65.0 L,34.42 K,7,Bhatpara,1000,6.5,34.42,6500
90.0 L,44.68 K,4,Dakshineswar,630,14.29,44.68,9000
65.0 L,34.42 K,3,Nimta,1220,5.33,34.42,6500
95.0 L,47.16 K,2.5,Garia,750,12.67,47.16,9500
3.3 Cr,1.64 Lacs,10,Shyambazar,3300,10,164,33000
1.5 Cr,74.47 K,7,Barasat,4888,3.07,74.47,15000
1.6 Cr,79.43 K,8,Machuabazar,4000,4,79.43,16000
34.0 L,18.00 K,4,Thakurpukur,1000,3.4,18,3400
48.0 L,25.42 K,3,Bhatpara,1800,2.67,25.42,4800
45.0 L,23.83 K,6,Sarsuna,2000,2.25,23.83,4500
55.56 L,29.42 K,3,Bhatpara,1000,5.55,29.42,5556
12.0 L,6.35 K,2,Entally,560,2.14,6.35,1200
42.0 L,22.24 K,4,Hridaypur,1250,3.36,22.24,4200
7.0 Cr,3.48 Lacs,8.5,Machuabazar,2520,27.78,348,70000
1.7 Cr,84.40 K,7,New Town,4000,4.25,84.4,17000
12.0 L,6.35 K,1,Taltala,200,6,6.35,1200
35.0 L,18.53 K,3,Kanchrapara Loco,995,3.52,18.53,3500
45.0 L,23.83 K,2,Alipore,750,6,23.83,4500
55.0 L,29.13 K,3,Tangra,3360,1.64,29.13,5500
18.5 L,9.80 K,2,New Barrakpur,710,2.6,9.8,1850
1.79 Cr,88.87 K,4,Tangra,4300,4.16,88.87,17900
7.0 L,3.71 K,3,Jodhpur Park,800,875/sq.ft,3.71,700
26.1 L,13.82 K,1,Habra,1124,2.32,13.82,2610
8.0 Cr,3.97 Lacs,9,Taratala,6000,13.33,397,80000
3.5 Cr,1.74 Lacs,10,Basirhat,12000,2.92,174,35000
70.0 L,37.07 K,3,Ichapur,1700,4.12,37.07,7000
30.0 L,15.89 K,2,Natunhat,1000,3,15.89,3000
40.0 L,21.18 K,2,Bhatpara,1800,2.22,21.18,4000
35.0 L,18.53 K,2,Thakurpukur,680,5.15,18.53,3500
90.0 L,44.68 K,5,Paschim Barisha,750,12,44.68,9000
1.5 Cr,74.47 K,4,Dhakuria,2000,7.5,74.47,15000
3.2 Cr,1.59 Lacs,6,Bhowanipore,2752,11.63,159,32000
1.0 Cr,49.65 K,3,Ichapur,2500,4,49.65,10000
1.2 Cr,59.58 K,6,Birati,2600,4.62,59.58,12000
1.6 Cr,79.43 K,7,Chinar Park,3500,4.57,79.43,16000
45.0 L,23.83 K,5,Maheshtala,1500,3,23.83,4500
50.0 L,26.48 K,3,Bhatpara,1800,2.78,26.48,5000
65.0 L,34.42 K,3,Sarada Pally,1200,5.42,34.42,6500
2.0 Cr,99.29 K,6,Haltu,4800,4.17,99.29,20000
65.0 L,34.42 K,3,Nimta,1220,5.33,34.42,6500
45.0 L,23.83 K,6,Sarsuna,2000,2.25,23.83,4500
18.5 L,9.80 K,2,New Barrakpur,710,2.6,9.8,1850
1.79 Cr,88.87 K,4,Tangra,4300,4.16,88.87,17900
7.0 L,3.71 K,3,Jodhpur Park,800,875/sq.ft,3.71,700
26.1 L,13.82 K,1,Habra,1124,2.32,13.82,2610
8.0 Cr,3.97 Lacs,9,Taratala,6000,13.33,397,80000
3.5 Cr,1.74 Lacs,10,Basirhat,12000,2.92,174,35000
70.0 L,37.07 K,3,Ichapur,1700,4.12,37.07,7000
30.0 L,15.89 K,2,Natunhat,1000,3,15.89,3000
40.0 L,21.18 K,2,Bhatpara,1800,2.22,21.18,4000
35.0 L,18.53 K,2,Thakurpukur,680,5.15,18.53,3500
90.0 L,44.68 K,5,Paschim Barisha,750,12,44.68,9000
1.5 Cr,74.47 K,4,Dhakuria,2000,7.5,74.47,15000
3.2 Cr,1.59 Lacs,6,Bhowanipore,2752,11.63,159,32000
1.0 Cr,49.65 K,3,Ichapur,2500,4,49.65,10000
1.2 Cr,59.58 K,6,Birati,2600,4.62,59.58,12000
1.6 Cr,79.43 K,7,Chinar Park,3500,4.57,79.43,16000
45.0 L,23.83 K,5,Maheshtala,1500,3,23.83,4500
50.0 L,26.48 K,3,Bhatpara,1800,2.78,26.48,5000
65.0 L,34.42 K,3,Sarada Pally,1200,5.42,34.42,6500
2.0 Cr,99.29 K,6,Haltu,4800,4.17,99.29,20000
1.0 Cr,49.65 K,10,Rajarhat,5000,2,49.65,10000
55.0 L,29.13 K,2,East Kolkata Township,852,6.46,29.13,5500
10.0 Cr,4.96 Lacs,5,Shyamnagar,3000,33.33,496,100000
60.0 L,31.77 K,4,Khardah,2000,3,31.77,6000
12.5 L,6.62 K,2,Khidirpur,500,2.5,6.62,1250
2.5 Cr,1.24 Lacs,9,South Dum Dum,6500,3.85,124,25000
1.05 Cr,52.13 K,8,Barasat,3700,2.84,52.13,10500
70.0 L,37.07 K,5,Baranagar,2200,3.18,37.07,7000
40.0 L,21.18 K,5,Habra,1500,2.67,21.18,4000
3.75 Cr,1.86 Lacs,7,Kalighat,4400,8.52,186,37500
60.0 L,31.77 K,2,Kalyani,2000,3,31.77,6000
60.0 L,31.77 K,8,Sarsuna,650,9.23,31.77,6000
15.5 L,8.21 K,1,Bagpota,500,3.1,8.21,1550
40.0 L,21.18 K,4,Halisahar,3200,1.25,21.18,4000
1.4 Cr,69.50 K,3,Bhowanipore,850,16.47,69.5,14000
4.5 Cr,2.23 Lacs,10,Sinthi,9000,5,223,45000
15.5 L,8.21 K,1,Bagpota,350,4.43,8.21,1550
80.0 L,39.72 K,3,Ichapur,1700,4.71,39.72,8000
2.1 Cr,1.04 Lacs,6,Birati,7000,3,104,21000
65.0 L,34.42 K,3,Nimta,1220,5.33,34.42,6500
90.0 L,44.68 K,5,Paschim Barisha,750,12,44.68,9000
3.2 Cr,1.59 Lacs,6,Bhowanipore,2752,11.63,159,32000
2.0 Cr,99.29 K,6,Haltu,4800,4.17,99.29,20000
1.0 Cr,49.65 K,10,Rajarhat,5000,2,49.65,10000
55.0 L,29.13 K,2,East Kolkata Township,852,6.46,29.13,5500
10.0 Cr,4.96 Lacs,5,Shyamnagar,3000,33.33,496,100000
60.0 L,31.77 K,4,Khardah,2000,3,31.77,6000
12.5 L,6.62 K,2,Khidirpur,500,2.5,6.62,1250
2.5 Cr,1.24 Lacs,9,South Dum Dum,6500,3.85,124,25000
1.05 Cr,52.13 K,8,Barasat,3700,2.84,52.13,10500
70.0 L,37.07 K,5,Baranagar,2200,3.18,37.07,7000
40.0 L,21.18 K,5,Habra,1500,2.67,21.18,4000
3.75 Cr,1.86 Lacs,7,Kalighat,4400,8.52,186,37500
60.0 L,31.77 K,2,Kalyani,2000,3,31.77,6000
60.0 L,31.77 K,8,Sarsuna,650,9.23,31.77,6000
15.5 L,8.21 K,1,Bagpota,500,3.1,8.21,1550
40.0 L,21.18 K,4,Halisahar,3200,1.25,21.18,4000
1.4 Cr,69.50 K,3,Bhowanipore,850,16.47,69.5,14000
4.5 Cr,2.23 Lacs,10,Sinthi,9000,5,223,45000
15.5 L,8.21 K,1,Bagpota,350,4.43,8.21,1550
80.0 L,39.72 K,3,Ichapur,1700,4.71,39.72,8000
2.1 Cr,1.04 Lacs,6,Birati,7000,3,104,21000
78.0 L,38.72 K,3,Panihati,2880,2.71,38.72,7800
82.0 L,40.71 K,2,Madhyamgram,4000,2.05,40.71,8200
1.5 Cr,74.47 K,10,Maniktala,2400,6.25,74.47,15000
60.0 L,31.77 K,6,Thakurpukur,2520,2.38,31.77,6000
45.0 L,23.83 K,1,Maidan,2100,2.14,23.83,4500
2.35 Cr,1.17 Lacs,3,Topsia,2253,10.43,117,23500
70.0 L,37.07 K,6,North Dum Dum,900,7.78,37.07,7000
25.0 L,13.24 K,2,Baithakkhana,700,3.57,13.24,2500
2.1 Cr,1.04 Lacs,4,Tollygunge,2500,8.4,104,21000
70.0 L,37.07 K,6,New Barrakpur,15000,466/sq.ft,37.07,7000
99.0 L,49.15 K,2,Salt Lake City,1150,8.61,49.15,9900
50.0 L,26.48 K,4,Pansila,2000,2.5,26.48,5000
70.0 L,37.07 K,5,Dum Dum,1800,3.89,37.07,7000
4.5 Cr,2.23 Lacs,10,Beliaghata,4860,9.26,223,45000
50.0 L,26.48 K,3,Ballygunge,1000,5,26.48,5000
70.0 L,37.07 K,2,Beniapukur,936,7.48,37.07,7000
38.0 L,20.12 K,4,Bhatpara,2000,1.9,20.12,3800
1.5 Cr,74.47 K,4,Lake Gardens,3500,4.29,74.47,15000
65.0 L,34.42 K,3,Hussainpur,2952,2.2,34.42,6500
16.0 L,8.47 K,2,Tangra,560,2.86,8.47,1600
3.75 Cr,1.86 Lacs,7,Kalighat,4400,8.52,186,37500
78.0 L,38.72 K,3,Panihati,2880,2.71,38.72,7800
82.0 L,40.71 K,2,Madhyamgram,4000,2.05,40.71,8200
1.5 Cr,74.47 K,10,Maniktala,2400,6.25,74.47,15000
60.0 L,31.77 K,6,Thakurpukur,2520,2.38,31.77,6000
45.0 L,23.83 K,1,Maidan,2100,2.14,23.83,4500
2.35 Cr,1.17 Lacs,3,Topsia,2253,10.43,117,23500
70.0 L,37.07 K,6,North Dum Dum,900,7.78,37.07,7000
25.0 L,13.24 K,2,Baithakkhana,700,3.57,13.24,2500
2.1 Cr,1.04 Lacs,4,Tollygunge,2500,8.4,104,21000
70.0 L,37.07 K,6,New Barrakpur,15000,466/sq.ft,37.07,7000
99.0 L,49.15 K,2,Salt Lake City,1150,8.61,49.15,9900
50.0 L,26.48 K,4,Pansila,2000,2.5,26.48,5000
70.0 L,37.07 K,5,Dum Dum,1800,3.89,37.07,7000
4.5 Cr,2.23 Lacs,10,Beliaghata,4860,9.26,223,45000
50.0 L,26.48 K,3,Ballygunge,1000,5,26.48,5000
70.0 L,37.07 K,2,Beniapukur,936,7.48,37.07,7000
38.0 L,20.12 K,4,Bhatpara,2000,1.9,20.12,3800
1.5 Cr,74.47 K,4,Lake Gardens,3500,4.29,74.47,15000
65.0 L,34.42 K,3,Hussainpur,2952,2.2,34.42,6500
16.0 L,8.47 K,2,Tangra,560,2.86,8.47,1600
3.75 Cr,1.86 Lacs,8,Haltu,5500,6.82,186,37500
85.0 L,42.20 K,6,Purba Putiary,2880,2.95,42.2,8500
60.0 L,31.77 K,4,Purba Barisha,2400,2.5,31.77,6000
20.0 L,10.59 K,1,Krishnanagar,720,2.78,10.59,2000
60.0 L,31.77 K,2,Keshtopur,600,10,31.77,6000
85.0 L,42.20 K,7,Belghoria,3300,2.58,42.2,8500
62.0 L,32.83 K,4,Halisahar,4330,1.43,32.83,6200
90.0 L,44.68 K,6,Dhakuria,2400,3.75,44.68,9000
45.0 L,23.83 K,4,Bhatpara,2500,1.8,23.83,4500
25.0 L,13.24 K,2,Vedic Village,1440,1.74,13.24,2500
1.3 Cr,64.54 K,8,East Kolkata Township,4400,2.95,64.54,13000
1.3 Cr,64.54 K,8,New Alipore,1504,8.64,64.54,13000
70.0 L,37.07 K,2,Taltala,1150,6.09,37.07,7000
50.0 L,26.48 K,1,Khardah,1500,3.33,26.48,5000
2.0 Cr,99.29 K,4,Kasba,1760,11.36,99.29,20000
85.0 L,42.20 K,6,Haltu,2115,4.02,42.2,8500
75.0 L,39.72 K,9,Madhyamgram,3000,2.5,39.72,7500
40.0 L,21.18 K,4,Halisahar,1440,2.78,21.18,4000
42.0 L,22.24 K,3,Beniatola,740,5.67,22.24,4200
70.0 L,37.07 K,6,New Barrakpur,15000,466/sq.ft,37.07,7000
85.0 L,42.20 K,6,Purba Putiary,2880,2.95,42.2,8500
60.0 L,31.77 K,4,Purba Barisha,2400,2.5,31.77,6000
20.0 L,10.59 K,1,Krishnanagar,720,2.78,10.59,2000
60.0 L,31.77 K,2,Keshtopur,600,10,31.77,6000
85.0 L,42.20 K,7,Belghoria,3300,2.58,42.2,8500
62.0 L,32.83 K,4,Halisahar,4330,1.43,32.83,6200
90.0 L,44.68 K,6,Dhakuria,2400,3.75,44.68,9000
45.0 L,23.83 K,4,Bhatpara,2500,1.8,23.83,4500
25.0 L,13.24 K,2,Vedic Village,1440,1.74,13.24,2500
1.3 Cr,64.54 K,8,East Kolkata Township,4400,2.95,64.54,13000
1.3 Cr,64.54 K,8,New Alipore,1504,8.64,64.54,13000
70.0 L,37.07 K,2,Taltala,1150,6.09,37.07,7000
50.0 L,26.48 K,1,Khardah,1500,3.33,26.48,5000
2.0 Cr,99.29 K,4,Kasba,1760,11.36,99.29,20000
85.0 L,42.20 K,6,Haltu,2115,4.02,42.2,8500
75.0 L,39.72 K,9,Madhyamgram,3000,2.5,39.72,7500
40.0 L,21.18 K,4,Halisahar,1440,2.78,21.18,4000
42.0 L,22.24 K,3,Beniatola,740,5.67,22.24,4200
38.0 L,20.12 K,3,Joka,1335,2.85,20.12,3800
55.0 L,29.13 K,2,Baguiati,900,6.11,29.13,5500
95.0 L,47.16 K,4,East Kolkata Township,1700,5.59,47.16,9500
